price,carat,cut,color,clarity,length_mm,width_mm
3059,0.81,Very Good,E,SI,5.87,5.9
4293,0.85,Very Good,F,VS,6.08,6.14
2015,0.57,Good,D,VS,5.42,5.45
1576,0.52,Ideal,E,VS,5.18,5.2
1436,0.5,Very Good,F,VS,5.19,5.22
1818,0.62,Very Good,I,VS,5.5,5.53
1629,0.5,Very Good,E,VS,5.09,5.06
3584,1,Fair,I,SI,6.23,6.14
605,0.3,Ideal,G,VS,4.31,4.34
861,0.48,Ideal,J,VS,5.01,5.06
992,0.7,Fair,F,I,5.54,5.49
12822,1.81,Very Good,I,VS,7.68,7.77
790,0.32,Ideal,D,VS,4.41,4.43
6403,1.47,Premium,I,SI,7.29,7.32
9547,1.23,Ideal,F,VS,6.94,6.9
743,0.42,Very Good,E,SI,4.85,4.88
878,0.3,Good,G,VVS,4.27,4.23
667,0.4,Very Good,D,SI,4.64,4.67
810,0.36,Ideal,E,SI,4.58,4.53
1721,0.53,Ideal,E,VS,5.17,5.2
2706,0.76,Ideal,D,SI,5.85,5.83
4457,1.01,Good,D,SI,6.33,6.37
14293,1.52,Premium,G,VS,7.37,7.4
666,0.33,Ideal,H,VVS,4.44,4.46
2211,0.63,Very Good,D,SI,5.49,5.44
5787,1.01,Premium,G,VS,6.45,6.41
7528,1.01,Good,E,VS,6.32,6.41
1590,0.56,Very Good,G,VS,5.23,5.28
862,0.3,Ideal,E,VVS,4.32,4.34
14543,2.51,Premium,H,SI,8.81,8.77
10924,1.53,Premium,I,VS,7.34,7.3
3002,0.89,Good,H,SI,6.04,6.09
4824,1,Good,G,SI,6.27,6.22
7761,1.12,Premium,F,VS,6.65,6.75
571,0.31,Ideal,D,SI,4.32,4.37
844,0.3,Ideal,E,VS,4.33,4.31
3894,0.9,Ideal,G,SI,6.24,6.29
504,0.35,Good,H,SI,4.51,4.53
526,0.3,Premium,I,VVS,4.3,4.36
730,0.32,Ideal,G,VVS,4.38,4.41
2830,0.53,Ideal,F,VVS,5.16,5.19
760,0.41,Good,E,SI,4.85,4.87
1822,0.52,Ideal,D,VS,5.15,5.2
3898,1.05,Premium,G,SI,6.66,6.58
4162,1.02,Very Good,F,SI,6.33,6.42
4437,1.15,Good,F,SI,6.65,6.6
2107,0.7,Very Good,H,SI,5.64,5.68
1027,0.45,Fair,G,VS,4.82,4.65
4865,1.01,Good,H,SI,6.32,6.29
3864,1.5,Good,F,I,7.29,7.18
982,0.4,Premium,F,VS,4.76,4.8
3077,0.79,Very Good,E,SI,5.97,5.99
540,0.3,Premium,H,SI,4.31,4.29
4645,1.02,Ideal,E,SI,6.43,6.4
544,0.31,Good,E,SI,4.31,4.33
526,0.3,Premium,I,VVS,4.28,4.33
1320,0.48,Very Good,E,VS,5.07,5.12
984,0.35,Ideal,H,IF,4.59,4.56
1427,0.41,Ideal,D,VS,4.8,4.83
1721,0.5,Ideal,G,VS,5.12,5.07
1080,0.36,Premium,F,VS,4.56,4.53
4038,1.01,Premium,G,SI,6.39,6.36
7673,1.7,Premium,H,SI,7.66,7.55
7951,1.04,Ideal,G,VS,6.47,6.52
2771,0.71,Ideal,G,VS,5.73,5.77
686,0.34,Very Good,F,VS,4.46,4.48
1090,0.52,Ideal,G,SI,5.16,5.19
2352,0.56,Ideal,E,VS,5.43,5.4
2961,0.73,Premium,F,VS,5.81,5.76
18371,2,Premium,H,SI,7.98,7.93
2441,0.72,Very Good,I,VS,5.63,5.71
1163,0.4,Ideal,F,VVS,4.73,4.66
9271,1.73,Premium,J,SI,7.78,7.73
4184,0.65,Ideal,E,IF,5.52,5.56
6672,1.01,Ideal,F,VS,6.5,6.56
8896,1.71,Very Good,I,SI,7.59,7.54
719,0.3,Very Good,D,VVS,4.39,4.41
2346,0.73,Premium,F,SI,5.78,5.71
9240,1.5,Premium,F,SI,7.3,7.36
17095,2.07,Ideal,G,SI,8.23,8.13
9831,1.08,Ideal,G,IF,6.55,6.59
2512,0.7,Premium,D,SI,5.74,5.7
9901,1.7,Premium,J,VS,7.66,7.62
5699,1.2,Ideal,I,VS,6.73,6.68
721,0.27,Very Good,D,VVS,4.18,4.21
900,0.32,Premium,E,VS,4.41,4.38
3296,0.91,Ideal,J,VS,6.26,6.23
9954,1.21,Ideal,G,VVS,6.92,7.01
3581,0.8,Ideal,H,VS,5.92,5.95
695,0.37,Very Good,H,VS,4.66,4.7
2617,0.7,Ideal,E,SI,5.75,5.78
1884,0.58,Ideal,E,VS,5.39,5.41
436,0.25,Ideal,F,VS,4.07,4.09
477,0.32,Ideal,D,SI,4.47,4.5
7392,1,Premium,D,VS,6.55,6.47
803,0.45,Premium,G,SI,4.96,4.86
9301,1.51,Premium,I,VS,7.36,7.4
17605,1.72,Premium,G,VS,7.82,7.86
1020,0.32,Ideal,E,VVS,4.45,4.42
692,0.41,Premium,I,SI,4.79,4.76
1994,0.59,Ideal,E,SI,5.41,5.43
2010,0.7,Premium,H,VS,5.66,5.68
2234,0.7,Premium,F,SI,5.82,5.77
663,0.36,Ideal,D,SI,4.54,4.59
11792,2,Very Good,J,SI,8.09,8.13
4926,1.21,Fair,E,SI,6.62,6.56
3622,0.8,Ideal,E,SI,5.95,5.97
675,0.3,Very Good,H,VS,4.25,4.22
1637,0.54,Good,G,VS,5.42,5.4
6686,1.31,Very Good,I,SI,6.97,6.86
7480,1.32,Ideal,I,VS,7.06,7.12
10020,1.51,Premium,H,SI,7.43,7.39
4964,1.02,Very Good,D,SI,6.38,6.46
5476,1.03,Ideal,E,SI,6.43,6.48
13075,1.51,Premium,H,IF,7.41,7.44
2723,1,Fair,G,I,6.39,6.28
631,0.33,Ideal,D,SI,4.44,4.41
2961,0.74,Ideal,H,VVS,5.79,5.85
12626,1.51,Ideal,G,VS,7.43,7.39
8869,1.01,Ideal,G,IF,6.44,6.47
767,0.39,Very Good,J,VVS,4.85,4.9
663,0.36,Premium,D,SI,4.56,4.59
427,0.32,Ideal,E,SI,4.4,4.43
2042,0.74,Premium,E,SI,5.83,5.79
10091,1.7,Premium,G,SI,7.79,7.72
7094,1.16,Fair,F,VS,6.97,6.84
965,0.3,Good,F,VVS,4.24,4.17
5351,1,Very Good,E,SI,6.39,6.42
2264,0.7,Very Good,F,SI,5.59,5.64
6169,1.02,Ideal,G,VS,6.5,6.48
4004,0.9,Good,F,SI,6.22,6.26
415,0.29,Good,F,VS,4.24,4.26
625,0.31,Premium,F,VS,4.32,4.35
5027,1.05,Ideal,H,SI,6.52,6.43
3494,0.8,Ideal,G,VS,5.95,6
1055,0.45,Ideal,G,VS,4.83,4.88
1018,0.46,Ideal,F,SI,4.94,4.92
3843,0.92,Good,D,SI,6.29,6.38
5436,1.07,Premium,F,SI,6.57,6.52
1180,0.41,Ideal,F,VS,4.76,4.79
10235,1.51,Premium,G,SI,7.28,7.32
983,0.5,Very Good,G,SI,5.16,5.21
789,0.31,Ideal,G,VVS,4.34,4.36
4023,1.01,Very Good,H,SI,6.29,6.38
710,0.3,Premium,D,VS,4.32,4.35
11161,1.51,Premium,H,VS,7.29,7.34
5975,1.25,Very Good,I,VS,6.74,6.95
5988,1.01,Good,F,VS,6.33,6.36
984,0.35,Premium,F,VS,4.58,4.54
5976,1.24,Ideal,I,SI,6.94,6.91
7037,1.01,Very Good,F,VS,6.45,6.51
833,0.37,Premium,G,VS,4.71,4.67
1024,0.35,Premium,H,VVS,4.52,4.46
12416,1.71,Ideal,H,SI,7.63,7.74
4479,0.98,Very Good,H,SI,6.31,6.36
4779,1.27,Ideal,J,SI,6.88,6.85
10333,1.09,Ideal,E,VVS,6.66,6.7
3731,0.98,Very Good,H,SI,6.33,6.39
1016,0.43,Ideal,E,SI,4.82,4.78
1902,0.71,Good,G,SI,5.82,5.77
15509,2.19,Ideal,I,SI,8.31,8.44
3689,0.9,Good,D,SI,6.1,6.04
1265,0.51,Very Good,E,SI,5.21,5.26
523,0.31,Very Good,I,SI,4.32,4.3
1017,0.4,Ideal,H,VVS,4.74,4.81
2985,0.7,Very Good,D,VS,5.62,5.69
17710,2,Ideal,F,SI,8.03,8.1
1172,0.55,Very Good,J,VS,5.29,5.34
2434,0.73,Very Good,G,SI,5.82,5.85
15987,2.02,Premium,H,VS,8.16,8.11
4743,1.01,Very Good,H,SI,6.36,6.34
2733,0.52,Ideal,F,IF,5.13,5.17
969,0.41,Very Good,F,SI,4.72,4.69
2920,0.72,Ideal,F,SI,5.78,5.85
842,0.32,Ideal,G,VVS,4.39,4.4
11716,1.24,Very Good,F,VVS,6.75,6.84
420,0.26,Very Good,D,VS,4.13,4.16
681,0.4,Good,H,SI,4.7,4.73
5717,0.91,Ideal,D,SI,6.27,6.3
8943,1.01,Good,D,VVS,6.32,6.35
6021,1,Very Good,F,VS,6.58,6.47
933,0.38,Very Good,D,VS,4.62,4.66
1758,0.51,Ideal,E,VS,5.14,5.1
1692,0.55,Very Good,F,VS,5.25,5.29
544,0.31,Premium,I,VVS,4.41,4.44
8401,1.02,Ideal,G,VVS,6.43,6.45
3119,0.7,Ideal,F,SI,5.74,5.76
1915,0.56,Premium,E,VS,5.31,5.25
3265,1,Fair,F,SI,6.26,6.23
4865,1.19,Premium,I,SI,6.77,6.73
3975,0.96,Good,H,SI,6.24,6.29
13445,1.68,Premium,G,VS,7.89,7.85
8545,1.02,Ideal,E,VS,6.45,6.42
1292,0.4,Ideal,F,IF,4.69,4.71
4381,0.9,Good,D,SI,6.1,6.14
1828,0.65,Premium,E,SI,5.61,5.49
14527,2.04,Very Good,J,VS,8.06,8.11
1662,0.56,Ideal,G,VS,5.33,5.37
2862,1.01,Fair,E,SI,6.21,6.11
6588,1.2,Ideal,H,SI,6.83,6.9
4155,1.06,Premium,F,SI,6.57,6.52
758,0.46,Ideal,F,SI,4.98,5.01
628,0.32,Ideal,H,VVS,4.4,4.43
3229,0.7,Premium,D,VS,5.63,5.6
1580,0.55,Very Good,D,SI,5.24,5.28
1155,0.44,Premium,F,VS,4.88,4.83
2498,0.72,Ideal,I,VS,5.73,5.77
1687,0.51,Ideal,D,SI,5.09,5.07
3234,1.05,Very Good,E,I,6.48,6.51
556,0.36,Ideal,H,SI,4.57,4.59
4624,1.1,Ideal,J,SI,6.77,6.74
2648,0.7,Premium,F,VS,5.67,5.63
2591,0.72,Ideal,I,VVS,5.77,5.8
599,0.26,Good,E,VVS,4.04,4.08
4295,1,Premium,D,SI,6.48,6.45
3950,0.9,Good,F,SI,6.09,6.13
1093,0.43,Ideal,F,VVS,4.87,4.9
741,0.36,Very Good,G,VS,4.57,4.6
3614,1,Good,J,SI,6.47,6.51
7219,1.27,Premium,H,VS,6.94,6.88
4383,1.09,Ideal,H,SI,6.72,6.77
4036,0.91,Premium,F,SI,6.21,6.17
338,0.23,Very Good,H,VS,4,4.05
631,0.4,Very Good,J,VS,4.66,4.7
773,0.32,Ideal,F,VS,4.45,4.41
746,0.4,Very Good,H,VS,4.72,4.75
4135,0.9,Very Good,G,VS,6.08,6.13
2655,0.72,Very Good,E,SI,5.77,5.82
1281,0.51,Premium,G,SI,5.21,5.14
1827,0.65,Premium,E,SI,5.54,5.49
2406,0.65,Good,E,VS,5.72,5.78
3483,1.02,Very Good,J,SI,6.37,6.42
2387,0.71,Ideal,I,VVS,5.7,5.75
776,0.3,Premium,F,VS,4.27,4.22
627,0.31,Ideal,G,SI,4.38,4.4
8852,1.52,Ideal,G,SI,7.39,7.36
4373,0.85,Ideal,D,SI,6.03,6.09
1023,0.53,Good,J,VS,5.12,5.18
2053,0.61,Ideal,H,VS,5.51,5.47
1656,0.51,Very Good,E,VS,5.18,5.24
8358,1.06,Ideal,G,VVS,6.59,6.56
2907,0.72,Ideal,E,SI,5.7,5.73
781,0.33,Ideal,D,VS,4.41,4.45
960,0.48,Premium,G,SI,5.07,5.04
7152,1.19,Very Good,E,VS,6.93,6.95
5091,1.11,Premium,F,SI,6.72,6.65
2948,1,Fair,E,SI,6.28,6.16
3496,1.02,Premium,J,SI,6.58,6.43
1115,0.7,Very Good,G,I,5.6,5.51
17607,2.48,Premium,I,SI,8.62,8.58
7440,1.07,Ideal,H,VS,6.59,6.63
1207,0.33,Premium,E,IF,4.49,4.46
603,0.3,Ideal,E,VS,4.3,4.34
18034,2.11,Premium,E,SI,8.19,8.1
1908,0.53,Ideal,F,SI,5.3,5.27
13047,1.61,Very Good,E,SI,7.43,7.47
18394,2.01,Ideal,F,SI,8.12,8.16
1377,0.45,Ideal,G,IF,4.92,4.95
789,0.3,Premium,E,VVS,4.32,4.37
1944,0.54,Ideal,H,VVS,5.32,5.27
7035,1.04,Ideal,F,VS,6.59,6.63
970,0.44,Good,F,SI,4.85,4.8
18787,2.05,Ideal,G,SI,8.1,8.16
707,0.31,Good,H,VVS,4.25,4.31
843,0.42,Ideal,F,SI,4.83,4.94
959,0.31,Premium,F,VVS,4.35,4.33
7072,1,Premium,F,VS,6.54,6.51
541,0.31,Ideal,D,SI,4.33,4.34
2041,0.54,Ideal,G,VVS,5.23,5.25
743,0.33,Ideal,G,VS,4.44,4.43
9471,1.51,Good,I,VVS,7.26,7.21
3229,0.96,Premium,I,SI,6.24,6.2
901,0.31,Ideal,F,IF,4.38,4.41
4047,0.9,Premium,F,SI,6.18,6.12
491,0.3,Ideal,I,VS,4.3,4.33
10423,1.32,Premium,F,VS,7.12,7.06
5252,1.21,Good,I,SI,6.63,6.71
3799,1,Very Good,F,SI,6.31,6.25
956,0.3,Ideal,G,IF,4.35,4.31
2822,0.9,Good,J,VS,6.04,6.03
462,0.23,Good,F,VVS,3.95,3.99
18252,2.52,Premium,I,SI,8.9,8.87
502,0.31,Ideal,I,VS,4.33,4.36
4480,1.01,Good,E,SI,6.49,6.47
995,0.34,Ideal,H,VVS,4.48,4.46
734,0.31,Ideal,D,VS,4.39,4.42
1036,0.43,Ideal,D,SI,4.86,4.82
2544,0.84,Very Good,J,VS,6.03,6.05
7416,1.21,Very Good,G,VS,6.72,6.66
1637,0.54,Premium,H,VS,5.25,5.22
1687,0.51,Premium,D,SI,5.14,5.12
2207,0.61,Premium,D,VS,5.46,5.44
2184,0.7,Premium,F,SI,5.57,5.49
5854,1.01,Premium,F,SI,6.65,6.52
7963,1.3,Very Good,E,SI,7.12,7.17
16442,2.03,Very Good,H,SI,8.52,8.42
1814,0.7,Premium,G,SI,5.58,5.56
561,0.32,Premium,I,VVS,4.4,4.43
532,0.3,Ideal,I,VVS,4.29,4.35
931,0.47,Premium,G,SI,4.97,4.99
1373,0.5,Very Good,G,VS,5.05,5.08
10581,1.79,Premium,J,VS,7.76,7.69
6913,1.03,Ideal,G,VS,6.46,6.5
3206,0.75,Very Good,E,VS,5.77,5.79
918,0.32,Ideal,G,IF,4.42,4.46
1235,0.42,Ideal,G,VVS,4.84,4.81
1294,0.44,Ideal,D,VS,4.95,4.91
11769,1.54,Premium,H,VS,7.33,7.31
1866,0.54,Ideal,F,VS,5.26,5.21
438,0.34,Ideal,F,SI,4.5,4.52
782,0.35,Ideal,F,VS,4.53,4.58
5880,1,Premium,D,SI,6.52,6.39
1901,0.72,Ideal,H,SI,5.87,5.78
1433,0.6,Premium,G,SI,5.49,5.44
7509,1.51,Fair,H,SI,7.72,7.63
815,0.37,Ideal,G,VVS,4.62,4.66
1836,0.54,Premium,I,IF,5.35,5.29
471,0.24,Very Good,E,VVS,3.95,4
7247,1.05,Ideal,G,VS,6.56,6.59
7637,1.06,Ideal,F,VS,6.57,6.6
2200,0.7,Very Good,I,VS,5.67,5.73
828,0.32,Ideal,F,VVS,4.42,4.47
8099,1.25,Premium,H,VS,6.88,6.84
743,0.33,Premium,G,VS,4.47,4.45
4410,1.25,Premium,J,SI,6.86,6.82
593,0.31,Premium,D,SI,4.34,4.31
5330,1,Good,E,SI,6.53,6.57
672,0.32,Premium,G,VS,4.53,4.51
1662,0.54,Very Good,D,SI,5.17,5.22
2356,0.54,Very Good,F,VVS,5.33,5.35
789,0.3,Very Good,E,VVS,4.25,4.28
2230,0.7,Ideal,F,SI,5.66,5.75
895,0.3,Good,G,IF,4.24,4.28
586,0.28,Ideal,H,IF,4.14,4.19
5292,1,Premium,F,SI,6.47,6.43
4466,1,Good,G,SI,6.32,6.36
998,0.38,Premium,D,VS,4.66,4.62
921,0.37,Ideal,E,VS,4.59,4.63
2829,0.72,Premium,F,VS,5.75,5.7
2415,0.7,Ideal,G,SI,5.79,5.77
1613,0.6,Ideal,E,SI,5.43,5.47
5675,1.14,Ideal,G,SI,6.78,6.71
1071,0.52,Very Good,H,SI,5.15,5.23
873,0.4,Ideal,G,SI,4.74,4.78
990,0.41,Ideal,E,VS,4.8,4.83
13248,1.51,Premium,F,VS,7.3,7.26
15217,2.04,Premium,G,SI,8.3,8.15
854,0.32,Ideal,F,VVS,4.4,4.43
5437,1.33,Premium,H,SI,7.1,7.06
8498,1.25,Ideal,H,VS,6.94,6.97
878,0.3,Premium,H,VVS,4.26,4.21
710,0.3,Ideal,D,VS,4.32,4.36
1902,0.71,Very Good,I,SI,5.61,5.7
3920,1.01,Premium,F,SI,6.4,6.36
1046,0.5,Very Good,E,SI,5.08,5.09
984,0.31,Ideal,D,VVS,4.38,4.43
3472,1,Ideal,I,SI,6.47,6.42
645,0.3,Very Good,D,VS,4.27,4.33
12415,1.53,Ideal,F,SI,7.39,7.37
5226,1.01,Good,E,SI,6.38,6.32
568,0.31,Ideal,F,SI,4.37,4.4
13686,1.51,Very Good,G,VS,7.23,7.27
1867,0.55,Very Good,D,VS,5.31,5.35
665,0.3,Ideal,H,VVS,4.33,4.35
16369,2.28,Premium,J,VS,8.45,8.35
10680,1.63,Ideal,G,SI,7.55,7.49
4539,1.1,Very Good,E,SI,6.61,6.66
2553,0.7,Very Good,E,VS,5.66,5.68
5012,1.13,Premium,E,SI,6.65,6.62
18115,2.04,Premium,H,SI,8.08,8.04
804,0.4,Ideal,G,VS,4.69,4.74
696,0.32,Very Good,F,VS,4.38,4.42
4179,1.02,Good,F,SI,6.25,6.29
899,0.41,Very Good,G,VS,4.71,4.74
2300,0.71,Premium,I,VS,5.8,5.72
2979,0.7,Ideal,E,VS,5.74,5.71
1410,0.5,Very Good,H,VS,5.02,5.05
14362,2.27,Premium,I,SI,8.42,8.4
1332,0.5,Ideal,F,SI,5.16,5.12
8518,1.5,Premium,D,SI,7.48,7.45
1875,0.6,Ideal,F,VS,5.43,5.46
5373,1.2,Very Good,D,SI,6.68,6.75
993,0.43,Premium,D,SI,4.88,4.83
3868,0.9,Very Good,E,SI,6.12,6.17
2333,0.7,Premium,E,SI,5.68,5.61
645,0.32,Ideal,H,VVS,4.37,4.42
1041,0.37,Premium,E,VS,4.68,4.66
3046,0.75,Very Good,D,SI,5.89,5.94
485,0.23,Very Good,E,VVS,3.91,3.95
1813,0.53,Ideal,G,VS,5.21,5.19
3952,0.71,Premium,D,VVS,5.89,5.81
14281,1.5,Ideal,F,VS,7.45,7.51
2551,0.58,Ideal,E,VVS,5.36,5.33
473,0.3,Very Good,H,VS,4.29,4.32
4429,1.05,Very Good,G,SI,6.63,6.73
714,0.34,Ideal,E,SI,4.5,4.47
18717,2.18,Premium,F,SI,8.38,8.3
6419,1.22,Very Good,I,VS,6.95,6.98
825,0.45,Ideal,I,VS,4.9,4.92
583,0.31,Ideal,F,VS,4.38,4.41
872,0.31,Ideal,E,VS,4.36,4.34
7246,1.21,Very Good,H,VS,6.71,6.74
1748,0.52,Ideal,H,VVS,5.17,5.21
3998,0.91,Very Good,H,SI,6.3,6.41
855,0.4,Premium,D,SI,4.73,4.71
3748,0.9,Very Good,E,SI,6.09,6.13
1279,0.48,Premium,F,VS,5.01,4.97
14247,1.51,Ideal,F,VS,7.38,7.31
625,0.31,Ideal,F,VS,4.3,4.34
788,0.35,Ideal,F,VS,4.49,4.52
5641,1.38,Premium,H,SI,7.31,7.24
1117,0.38,Ideal,F,VVS,4.69,4.72
2697,0.7,Premium,E,VS,5.74,5.7
2200,0.9,Very Good,E,I,6.13,6.01
6539,1.03,Very Good,G,VS,6.42,6.47
408,0.31,Good,I,SI,4.28,4.32
5312,1.02,Premium,H,VS,6.45,6.42
8001,1.57,Premium,F,SI,7.49,7.43
1084,0.51,Premium,I,SI,5.16,5.11
521,0.31,Premium,I,VS,4.42,4.38
9218,1.51,Good,H,SI,7.25,7.32
2004,0.54,Very Good,D,VS,5.18,5.19
2489,0.71,Very Good,E,SI,5.83,5.86
8437,1.03,Very Good,D,VS,6.52,6.57
15773,2.01,Premium,H,SI,8.06,8.11
3215,0.96,Premium,G,SI,6.29,6.11
4538,1,Very Good,I,SI,6.27,6.36
9257,1.1,Very Good,G,VVS,6.59,6.67
702,0.32,Ideal,E,VS,4.36,4.38
429,0.28,Very Good,H,VS,4.22,4.24
3992,0.81,Very Good,F,VVS,5.99,5.9
1316,0.5,Premium,E,SI,5.15,5.18
2379,0.87,Very Good,J,SI,6.03,5.96
17219,2.15,Ideal,H,SI,8.3,8.24
651,0.3,Ideal,D,VS,4.27,4.31
753,0.41,Ideal,I,VS,4.81,4.84
904,0.41,Premium,E,SI,4.78,4.75
1236,0.53,Ideal,H,SI,5.15,5.19
481,0.28,Ideal,H,VS,4.21,4.24
14165,1.51,Very Good,F,VS,7.27,7.32
2776,0.71,Premium,E,VS,5.74,5.68
720,0.32,Premium,G,VS,4.36,4.33
595,0.31,Ideal,E,SI,4.39,4.42
589,0.32,Premium,D,SI,4.39,4.41
1777,0.58,Good,G,VS,5.44,5.48
3984,1.21,Premium,J,SI,6.93,6.88
1080,0.36,Ideal,E,VS,4.65,4.62
1128,0.4,Very Good,D,VVS,4.7,4.72
13187,1.63,Good,F,SI,7.57,7.64
4147,1.21,Fair,J,SI,6.6,6.51
14540,2.01,Ideal,I,SI,8.06,8.02
16718,2.04,Ideal,I,SI,8.19,8.26
375,0.23,Ideal,G,SI,3.97,4
1676,0.57,Premium,F,SI,5.43,5.42
489,0.31,Very Good,H,VS,4.35,4.39
11917,1.51,Ideal,G,SI,7.34,7.31
576,0.32,Ideal,I,VS,4.4,4.37
8656,1.54,Very Good,I,VS,7.32,7.37
3415,0.77,Very Good,F,VVS,5.77,5.72
752,0.27,Good,E,VVS,4.1,4.07
505,0.36,Premium,I,VS,4.54,4.58
1207,0.43,Ideal,D,VS,4.83,4.86
690,0.41,Ideal,F,SI,4.78,4.8
11475,2.02,Very Good,J,SI,7.94,8.02
9870,1.02,Ideal,F,VVS,6.54,6.49
3323,0.92,Very Good,I,SI,6.18,6.14
2401,0.7,Good,F,SI,5.6,5.63
526,0.3,Ideal,H,VS,4.25,4.3
6094,0.99,Very Good,F,VS,6.37,6.39
3239,0.73,Ideal,I,VVS,5.75,5.77
3749,1.03,Ideal,F,SI,6.53,6.49
948,0.43,Premium,E,SI,4.85,4.78
4916,1.14,Ideal,H,SI,6.73,6.67
1546,0.51,Premium,G,VS,5.12,5.11
3864,0.76,Ideal,E,VS,5.85,5.9
2086,0.77,Very Good,J,SI,5.94,5.99
3519,0.79,Very Good,F,SI,5.86,5.94
521,0.32,Ideal,J,IF,4.42,4.46
2473,0.7,Very Good,E,VS,5.79,5.84
1286,0.5,Premium,G,SI,5.07,5.03
3212,0.71,Ideal,E,VS,5.69,5.73
1041,0.37,Ideal,E,VS,4.59,4.56
11068,1.51,Very Good,H,VS,7.39,7.43
12771,2.11,Very Good,J,SI,8.21,8.36
5487,1.14,Good,H,SI,6.62,6.67
442,0.27,Very Good,G,VVS,4.12,4.15
12459,1.51,Ideal,F,SI,7.33,7.3
2444,0.81,Ideal,I,VS,5.98,6.01
2473,0.55,Ideal,G,VVS,5.28,5.26
13823,1.7,Ideal,H,VS,7.61,7.69
596,0.34,Ideal,H,VS,4.45,4.48
879,0.31,Ideal,D,VS,4.39,4.35
852,0.36,Premium,E,VS,4.64,4.67
4699,1.11,Premium,F,SI,6.68,6.66
574,0.3,Very Good,G,SI,4.32,4.29
1624,0.5,Premium,E,VS,5.07,5.12
2165,0.5,Ideal,E,VVS,5.13,5.15
816,0.31,Premium,H,IF,4.34,4.38
15751,2.07,Very Good,I,SI,8.11,8.02
596,0.34,Good,I,VVS,4.43,4.47
1115,0.41,Ideal,F,VVS,4.83,4.85
5204,1.01,Ideal,G,SI,6.53,6.49
1882,0.51,Ideal,D,VS,5.15,5.09
1813,0.53,Ideal,E,VS,5.18,5.15
2512,0.7,Premium,G,VS,5.68,5.77
709,0.3,Premium,D,SI,4.29,4.24
3246,0.9,Premium,G,SI,6.22,6.18
4633,1.02,Very Good,D,SI,6.48,6.52
2979,0.72,Ideal,H,VVS,5.76,5.82
1882,0.51,Ideal,D,VS,5.18,5.15
3720,0.73,Very Good,F,VVS,5.79,5.83
1173,0.52,Very Good,E,SI,5.07,5.1
1168,0.4,Ideal,F,VVS,4.75,4.78
1971,0.61,Very Good,F,VS,5.5,5.58
998,0.43,Very Good,I,IF,4.9,4.93
1059,0.55,Ideal,J,SI,5.24,5.22
5163,1.23,Ideal,F,SI,6.89,6.93
5588,1.32,Premium,I,SI,7.01,6.95
605,0.3,Very Good,H,VVS,4.33,4.35
912,0.32,Ideal,F,VVS,4.41,4.43
1065,0.35,Ideal,D,VS,4.53,4.58
2332,0.64,Very Good,D,VS,5.7,5.74
5775,1.08,Premium,H,VS,6.59,6.54
687,0.42,Premium,G,SI,4.75,4.79
4008,1.03,Ideal,J,SI,6.47,6.51
1290,0.52,Ideal,E,SI,5.12,5.08
386,0.21,Premium,D,VS,3.82,3.78
2724,0.72,Very Good,F,VS,5.92,5.75
4469,1,Very Good,H,SI,6.37,6.34
4099,0.9,Very Good,I,VVS,6.17,6.2
16545,1.41,Ideal,F,VVS,7.2,7.28
13653,1.5,Ideal,F,VS,7.43,7.39
5154,1.04,Premium,D,SI,6.61,6.56
6509,1.23,Ideal,G,SI,6.94,6.91
1621,0.52,Very Good,E,VS,5.11,5.15
1125,0.4,Ideal,D,VS,4.8,4.76
838,0.33,Ideal,H,IF,4.48,4.51
6319,1.08,Very Good,F,VS,6.56,6.5
1101,0.5,Good,E,SI,5.23,5.2
576,0.32,Premium,E,SI,4.45,4.43
3288,0.9,Fair,I,VVS,6.1,6.12
1040,0.42,Premium,E,VS,4.83,4.8
737,0.3,Very Good,G,VVS,4.21,4.26
5458,1.14,Premium,H,SI,6.8,6.76
2351,0.7,Ideal,I,VS,5.67,5.72
540,0.34,Ideal,G,SI,4.5,4.52
2690,0.71,Very Good,G,VS,5.72,5.76
1431,0.5,Fair,D,VS,5.05,4.9
11337,2.06,Ideal,J,SI,8.23,8.19
4226,1.1,Ideal,J,SI,6.58,6.61
1628,0.5,Very Good,D,VS,5.14,5.16
1033,0.36,Ideal,D,VVS,4.57,4.63
14266,2.16,Good,I,VS,8.18,8.12
667,0.4,Ideal,I,VS,4.74,4.77
2536,0.9,Fair,J,SI,6.05,5.99
8719,1.24,Ideal,H,VS,6.91,6.95
537,0.36,Ideal,D,SI,4.56,4.6
10137,1.21,Premium,E,VS,6.95,6.91
1374,0.4,Ideal,G,VVS,4.73,4.76
649,0.37,Ideal,G,VS,4.6,4.64
2015,0.76,Good,J,VS,5.7,5.75
477,0.32,Ideal,D,SI,4.38,4.42
5055,0.91,Premium,E,VS,6.21,6.15
490,0.34,Ideal,H,SI,4.52,4.58
926,0.39,Very Good,H,VVS,4.7,4.73
6270,1.01,Very Good,D,SI,6.37,6.43
5421,1.09,Ideal,I,VS,6.62,6.67
16688,1.51,Ideal,D,VS,7.28,7.3
2915,0.71,Ideal,F,VS,5.74,5.71
11104,1.22,Premium,G,IF,7.02,6.97
906,0.35,Ideal,G,VS,4.53,4.52
12592,2.02,Fair,I,SI,7.94,7.82
3435,0.71,Ideal,E,VS,5.81,5.78
11427,1.62,Very Good,H,VS,7.59,7.67
829,0.35,Ideal,D,VS,4.5,4.54
